EPA ID,Site Name,City,County,State,National Priorities List Status,Superfund Alternative Approach,Construction Complete,Site-wide Ready for Anticipated Use,Human Exposure Under Control,Groundwater Migration Under Control,Region,Site ID,Address,Zip,FF Ind,NAI,Native American Entity (NAI Status),Latitude,Longitude,NPL Status Date
PRD987376662,"SCORPIO RECYCLING, INC.",CANDELERIA WARD,[Blank County],PR,Final NPL,No ,No ,No ,Yes,Yes,2.0,203570.0,STATE ROAD #2 KM. 19.7 (ACUNA STREET),949.0,N,N,,18.409167,-66.231944,02/04/00
PRN000201872,DORADO GROUND WATER CONTAMINATION,DORADO,DORADO,PR,Final NPL,No ,No ,No ,Yes,Yes,2.0,201872.0,PR-694 Km 4.5,646.0,N,N,,18.429756,-66.27832,09/09/16
PRN000204538,CIDRA GROUNDWATER CONTAMINATION,CIDRA,CIDRA,PR,Final NPL,No ,No ,No ,Yes,No,2.0,204538.0,ROAD 171 (SOUTH OF THE VILLAGE OF CIDRA) WEST OF ROAD #171,739.0,N,N,,18.175277,-66.161944,07/22/04
PRN000204694,ATLANTIC FLEET WEAPONS TRAINING AREA,VIEQUES,VIEQUES,PR,Final NPL,No ,No ,No ,No,Insufficient Data,2.0,204694.0,Postal Address is unavailable for the Site,765.0,Y,N,,18.13058,-65.3106,02/11/05
PRN000205831,MAUNABO AREA GROUND WATER CONTAMINATION,MAUNABO,MAUNABO,PR,Final NPL,No ,Yes,No ,Yes,Yes,2.0,205831.0,"STATE ROAD #3, KM 110.2",707.0,N,N,,18.005611,-65.901417,09/27/06
PRN000205957,SAN GERMAN GROUND WATER CONTAMINATION,SAN GERMAN,SAN GERMAN,PR,Final NPL,No ,No ,No ,Yes,No,2.0,205957.0,STATE ROAD #122 (ALSO KNOWN AS ROAD 119),683.0,N,N,,18.084472,-67.035306,03/19/08
PRN000206319,CABO ROJO GROUND WATER CONTAMINATION,CABO ROJO,CABO ROJO,PR,Final NPL,No ,No ,No ,Yes,No,2.0,206319.0,CROSS STR. CALLE BARBOSA & CALLE DEDIEGO,623.0,N,N,,18.090725,-67.148325,03/10/11
PRN000206359,HORMIGAS GROUND WATER PLUME,CAGUAS,CAGUAS,PR,Deleted NPL,No ,Yes,Yes,Yes,Yes,2.0,206359.0,CARRETERA 785 KM 4.9,725.0,N,N,,18.2206,-66.101,09/18/20
PRN000206452,COROZAL WELL,COROZAL,COROZAL,PR,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,206452.0,[OFF OF] CARRETERA 811 KM 3.0,783.0,N,N,,18.295711,-66.286206,03/15/12
PRR000004655,THE BATTERY RECYCLING COMPANY,ARECIBO,ARECIBO,PR,Final NPL,No ,No ,No ,No,Insufficient Data,2.0,206263.0,ROAD 2 KM 72.2 BO. CAMBALACHE,612.0,N,N,,18.453603,-66.694097,08/02/17
RI6170022036,DAVISVILLE NAVAL CONSTRUCTION BATTALION CENTER,NORTH KINGSTOWN,WASHINGTON,RI,Final NPL,No ,No ,No ,Yes,Yes,1.0,101430.0,OFF SANFORD RD.,2818.0,Y,N,,41.6095,-71.47422,11/21/89
RI6170085470,NEWPORT NAVAL EDUCATION & TRAINING CENTER,NEWPORT,NEWPORT,RI,Final NPL,No ,No ,No ,Yes,Insufficient Data,1.0,101431.0,DEFENSE HIGHWAY (BURMA RD.),2871.0,Y,Y,Narragansett Indian Tribe (Current),41.56445,-71.293469,11/21/89
RID009764929,WESTERN SAND & GRAVEL,BURRILLVILLE,PROVIDENCE,RI,Final NPL,No ,Yes,Yes,Yes,Yes,1.0,101233.0,DOUGLAS PIKE,2895.0,N,N,,41.9727,-71.595,09/08/83
RID055176283,"PETERSON/PURITAN, INC.",LINCOLN/CUMBERLAND,PROVIDENCE,RI,Final NPL,No ,No ,No ,Yes,Yes,1.0,101247.0,MARTIN ST,2864.0,N,N,,41.929581,-71.4268,09/08/83
RID093212439,"LANDFILL & RESOURCE RECOVERY, INC. (L&RR)",NORTH SMITHFIELD,PROVIDENCE,RI,Final NPL,No ,Yes,No ,Yes,No,1.0,101265.0,OXFORD RD,2876.0,N,N,,41.9795,-71.589,09/08/83
RID980520183,CENTRAL LANDFILL,JOHNSTON,PROVIDENCE,RI,Final NPL,No ,Yes,Yes,Yes,Yes,1.0,101277.0,65 SHUN PIKE,2919.0,N,N,,41.808331,-71.534719,06/10/86
RID980521025,ROSE HILL REGIONAL LANDFILL,SOUTH KINGSTOWN,WASHINGTON,RI,Final NPL,No ,Yes,Yes,Yes,Yes,1.0,101279.0,ROSE HILL RD,2880.0,N,N,,41.470831,-71.491669,10/04/89
RID980523070,DAVIS LIQUID WASTE,SMITHFIELD,PROVIDENCE,RI,Final NPL,No ,No ,No ,Yes,Yes,1.0,101283.0,TARKILN RD,2828.0,N,N,,41.922219,-71.577769,09/08/83
RID980579056,PICILLO FARM,COVENTRY,KENT,RI,Final NPL,No ,Yes,Yes,Yes,Yes,1.0,101284.0,PERRY HILL RD,2816.0,N,N,,41.671669,-71.709169,09/08/83
RID980731442,STAMINA MILLS,NORTH SMITHFIELD (FORESTDALE),PROVIDENCE,RI,Final NPL,No ,Yes,Yes,Yes,Yes,1.0,101291.0,School Street,2824.0,N,N,,41.9964,-71.5647,09/08/83
RID980731459,DAVIS (GSR) LANDFILL,GLOCESTER,PROVIDENCE,RI,Deleted NPL,No ,Yes,Yes,Yes,Yes,1.0,101292.0,TARKILN RD.,2828.0,N,N,,41.917469,-71.588111,08/13/99
RID981063993,WEST KINGSTON TOWN DUMP/URI DISPOSAL AREA,SOUTH KINGSTOWN,WASHINGTON,RI,Final NPL,No ,Yes,Yes,Yes,Yes,1.0,101322.0,PLAINS ROAD,2881.0,N,N,,41.496667,-71.535278,10/14/92
RID981203755,CENTREDALE MANOR RESTORATION PROJECT,NORTH PROVIDENCE,PROVIDENCE,RI,Final NPL,No ,No ,No ,No,Yes,1.0,101388.0,2072 AND 2074 SMITH STREET (ROUTE 44),2911.0,N,Y,Narragansett Indian Tribe (Current),41.857667,-71.48725,02/04/00
SC1890008989,SAVANNAH RIVER SITE (USDOE),AIKEN,[Blank County],SC,Final NPL,No ,No ,No ,Yes,No,4.0,403485.0,BETWEEN SC 125 & US 278,29802.0,Y,N,,33.348889,-81.737781,11/21/89
SC6170022762,PARRIS ISLAND MARINE CORPS RECRUIT DEPOT,PARRIS ISLAND,BEAUFORT,SC,Final NPL,No ,No ,No ,Insufficient Data,No,4.0,403488.0,MARINE CORPS RECRUIT DEPOT,29902.0,Y,N,,32.3528,-80.7031,12/16/94
SCD000447268,BEAUNIT CORP. (CIRCULAR KNIT & DYEING PLANT),FOUNTAIN INN,GREENVILLE,SC,Final NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,4.0,403207.0,206 GEORGIA AVE,29644.0,N,N,,34.698061,-82.216111,02/21/90
SCD000622787,SCRDI BLUFF ROAD,COLUMBIA,RICHLAND,SC,Final NPL,No ,Yes,No ,Yes,Yes,4.0,403212.0,321 BLUFF RD S,29209.0,N,N,,33.885419,-80.90875,09/08/83
SCD002601656,"PARA-CHEM SOUTHERN, INC.",SIMPSONVILLE,GREENVILLE,SC,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,403224.0,HWY 145,29681.0,N,N,,34.7134,-82.233,08/30/90
SCD003303120,CLEARWATER FINISHING,BEECH ISLAND,AIKEN,SC,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,4.0,403391.0,300 Belvedere Rd,29842.0,N,N,,33.500907,-81.89213,09/03/20
SCD003350493,INTERNATIONAL MINERALS AND CHEMICALS (IMC),SPARTANBURG,SPARTANBURG,SC,Not NPL,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,
SCD003353026,"KOPPERS CO., INC. (FLORENCE PLANT)",FLORENCE,FLORENCE,SC,Deleted NPL,No ,No ,No ,Yes,Yes,4.0,403251.0,KOPPERS RD,29503.0,N,N,,34.2022,-79.7229,09/13/13
SCD003354412,"SANGAMO WESTON, INC./TWELVE-MILE CREEK/LAKE HARTWELL PCB CONTAMINATION",PICKENS,PICKENS,SC,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,403252.0,SANGAMO RD,29671.0,N,N,,34.895,-82.7232,02/21/90
SCD003357589,SHURON INC.,BARNWELL,BARNWELL,SC,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,405643.0,100 CLINTON ST,29812.0,N,N,,33.236694,-81.375778,12/23/96
SCD003358744,US FINISHING/CONE MILLS,GREENVILLE,GREENVILLE,SC,Final NPL,No ,No ,No ,Yes,Insufficient Data,4.0,403254.0,3335 OLD BUNCOMBE ROAD,29617.0,N,N,,34.883292,-82.426303,09/16/11
SCD003360476,MACALLOY CORPORATION,NORTH CHARLESTON,CHARLESTON,SC,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,406784.0,1800 PITTSBURGH AVENUE,29405.0,N,N,,32.838056,-79.951194,02/04/00
SCD003362217,PALMETTO WOOD PRESERVING,DIXIANA,LEXINGTON,SC,Final NPL,No ,Yes,No ,Yes,Yes,4.0,403259.0,DIXIANNA RD,29033.0,N,N,,33.920831,-81.060281,09/21/84
SCD004773644,INDEPENDENT NAIL CO.,BEAUFORT,BEAUFORT,SC,Deleted NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,4.0,403262.0,40 Shanklin Road,29902.0,N,N,,32.466389,-80.741111,04/03/95
SCD037398120,"PALMETTO RECYCLING, INC.",COLUMBIA,RICHLAND,SC,Deleted NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,4.0,403274.0,531 KOON STORE RD,29203.0,N,N,,34.1228,-81.0117,10/13/00
SCD037405362,"WAMCHEM, INC.",BURTON,BEAUFORT,SC,Final NPL,No ,Yes,No ,Yes,Yes,4.0,403275.0,US HWY 21 N OF AIR BASE,29902.0,N,N,,32.497219,-80.741669,09/21/84
SCD047563614,ADMIRAL HOME APPLIANCES,WILLISTON,BARNWELL,SC,Not NPL,Yes,Yes,No ,Yes,Yes,,,,,,,,,,
SCD058189622,GALEY AND LORD PLANT,SOCIETY HILL,DARLINGTON,SC,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,4.0,403308.0,670 North MAIN Street,29593.0,N,N,,34.531528,-79.833292,03/16/22
SCD058753971,HELENA CHEMICAL CO. LANDFILL,FAIRFAX,ALLENDALE,SC,Final NPL,No ,Yes,No ,No,Yes,4.0,403309.0,HWY 321 S,29827.0,N,N,,32.9412,-81.239,02/21/90
SCD058754789,AQUA-TECH ENVIRONMENTAL INC (GROCE LABS),GREER,SPARTANBURG,SC,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,403310.0,340 ROBINSON ROAD,29651.0,N,N,,34.9328,-82.1725,12/16/94
SCD094995503,KALAMA SPECIALTY CHEMICALS,BEAUFORT,BEAUFORT,SC,Final NPL,No ,Yes,No ,Yes,Yes,4.0,403343.0,PO BOX 908,29902.0,N,N,,32.4734,-80.7401,09/21/84
SCD980310239,"KOPPERS CO., INC. (CHARLESTON PLANT)",CHARLESTON,CHARLESTON,SC,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,403350.0,CHARLESTON HEIGHTS,29405.0,N,N,,32.822083,-79.958333,12/16/94
SCD980558043,LEXINGTON COUNTY LANDFILL AREA,CAYCE,LEXINGTON,SC,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,403362.0,US 321 1 MILE S OF I-26,29033.0,N,N,,33.919581,-81.074169,10/04/89
SCD980558050,TOWNSEND SAW CHAIN CO.,PONTIAC,RICHLAND,SC,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,403363.0,STATE ROUTE 53 & I-20,29045.0,N,N,,34.10625,-80.834169,02/21/90
SCD980558142,MEDLEY FARM DRUM DUMP,GAFFNEY,CHEROKEE,SC,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,403371.0,SC HIGHWAY 18,29340.0,N,N,,34.9805,-81.6685,03/31/89
SCD980558316,"CAROLAWN, INC.",FORT LAWN,CHESTER,SC,Final NPL,No ,Yes,No ,Yes,Yes,4.0,403388.0,S. OF SC HWY 9 ON CO. RD 841,29714.0,N,N,,34.686111,-80.94305,09/08/83
SCD980711279,GEIGER (C & M OIL),HOLLYWOOD,CHARLESTON,SC,Deleted NPL,No ,Yes,Yes,Yes,Yes,4.0,403400.0,OFF SC RT 162,29449.0,N,N,,32.773611,-80.159161,01/06/14
SCD980711394,SCRDI DIXIANA,CAYCE,LEXINGTON,SC,Final NPL,No ,Yes,No ,Yes,Yes,4.0,403402.0,OFF SC HWY 321,29033.0,N,N,,33.90445,-81.063889,09/08/83
SCD980799456,GOLDEN STRIP SEPTIC TANK SERVICE,SIMPSONVILLE,GREENVILLE,SC,Deleted NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,4.0,403404.0,ROUTE 1 ADAMS MILL RD,29681.0,N,N,,34.785,-82.2466,09/10/98
SCD980839542,ELMORE WASTE DISPOSAL,GREER,SPARTANBURG,SC,Final NPL,No ,Yes,No ,Yes,Yes,4.0,403409.0,117 HIGHLAND AVE,29651.0,N,N,,34.935905,-82.216599,03/31/89
SCD980840698,ROCHESTER PROPERTY,TRAVELERS REST,GREENVILLE,SC,Deleted NPL,No ,Yes,Yes,Yes,Yes,4.0,403415.0,JCT LEDBETTER & WHITE HORSE ROAD,29690.0,N,N,,34.9719,-82.5015,10/09/07
SCD980844005,ROCK HILL CHEMICAL CO.,ROCK HILL,YORK,SC,Final NPL,No ,Yes,No ,Yes,Yes,4.0,403425.0,NORTH CHERRY RD,29730.0,N,N,,34.9661,-80.9985,02/21/90
SCD987577913,BREWER GOLD MINE,JEFFERSON,CHESTERFIELD,SC,Final NPL,No ,No ,No ,Yes,Insufficient Data,4.0,405550.0,1/2 MI. N.OFINTERSECTION OF SR 265&CR110,29718.0,N,N,,34.652194,-80.411472,04/27/05
SCD987584653,LYMAN DYEING AND FINISHING,LYMAN,SPARTANBURG,SC,Not NPL,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,
SCD991279324,"LEONARD CHEMICAL CO., INC.",ROCK HILL,YORK,SC,Final NPL,No ,No ,No ,Yes,Yes,4.0,403481.0,5080 CURETON FERRY RD,29704.0,N,N,,34.851669,-80.904169,09/21/84
SCN000404896,BURLINGTON INDUSTRIES CHERAW,CHERAW,CHESTERFIELD,SC,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,4.0,404896.0,650 CHESTERFIELD HIGHWAY,29520.0,N,N,,34.698689,-79.912786,05/17/18
SCN000407376,HENRY'S KNOB,CLOVER,YORK,SC,Pre-proposal Site,Yes,No ,No ,Yes,Insufficient Data,,,,,,,,,,
SCN000407714,BARITE HILL/NEVADA GOLDFIELDS,MCCORMICK,MCCORMICK,SC,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,4.0,407714.0,NORTHERN SIDE OF SECONDARY HWY S-33-30,29835.0,N,N,,33.87309,-82.30067,04/09/09
SD2571924644,ELLSWORTH AIR FORCE BASE,ELLSWORTH AFB,PENNINGTON,SD,Final NPL,No ,Yes,No ,No,No,8.0,800585.0,"28 BW/PA, 1958 Scott Drive",57706.0,Y,N,,44.151681,-103.093332,08/30/90
SDD000823559,WILLIAMS PIPE LINE CO. DISPOSAL PIT,SIOUX FALLS,MINNEHAHA,SD,Deleted NPL,No ,Yes,Yes,Yes,Yes,8.0,800546.0,5300 W 12TH ST,57107.0,N,N,,43.545281,-96.795869,04/02/99
SDD980717136,WHITEWOOD CREEK,WHITEWOOD,LAWRENCE,SD,Deleted NPL,No ,Yes,Yes,Yes,Yes,8.0,800570.0,18 MI PART OF STREAM,57793.0,N,Y,"Cheyenne River Sioux Tribe of the Cheyenne River Reservation, South Dakota (Current)",44.54896,-103.555723,08/13/96
SDD987673985,GILT EDGE MINE,LEAD,LAWRENCE,SD,Final NPL,No ,No ,No ,Yes,Yes,8.0,801668.0,"4 MILES SE OF TOWN SEC-5, 6, 7, 8 & 9 T-4N,  R-4E",57754.0,N,Y,"Cheyenne River Sioux Tribe of the Cheyenne River Reservation, South Dakota (Current)",44.332324,-103.668728,12/01/00
TN0001890839,COPPER BASIN MINING DISTRICT,COPPERHILL,POLK,TN,Not NPL,Yes,No ,No ,Yes,Yes,,,,,,,,,,
TN0210020582,MILAN ARMY AMMUNITION PLANT,MILAN,CARROLL,TN,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,404147.0,HWY 104,38358.0,Y,N,,35.867781,-88.696111,07/22/87
TN1890090003,OAK RIDGE RESERVATION (USDOE),OAK RIDGE,[Blank County],TN,Final NPL,No ,No ,No ,Yes,No,4.0,404152.0,BETHEL VALLEY ROAD,37830.0,Y,N,,35.924719,-84.390139,11/21/89
TN4210020570,MEMPHIS DEFENSE DEPOT (DLA),MEMPHIS,SHELBY,TN,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,404159.0,2163 AIRWAYS BLVD,38114.0,Y,N,,35.093333,-90.003333,10/14/92
TND007018799,"AMERICAN CREOSOTE WORKS, INC. (JACKSON PLANT)",JACKSON,MADISON,TN,Final NPL,No ,Yes,No ,Yes,No,4.0,403623.0,307 MEADOW ST,38301.0,N,N,,35.61,-88.8355,06/10/86
TND044062222,CARRIER AIR CONDITIONING CO.,COLLIERVILLE,SHELBY,TN,Final NPL,No ,Yes,No ,Yes,Yes,4.0,403684.0,97 S BYHALIA RD,38017.0,N,N,,35.043331,-89.690411,02/21/90
TND071516959,TENNESSEE PRODUCTS,CHATTANOOGA,HAMILTON,TN,Deleted NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,4.0,403765.0,Postal Address is unavailable for the Site,37410.0,N,N,,34.998889,-85.314444,08/16/19
TND073540783,ILLINOIS CENTRAL RAILROAD COMPANY'S JOHNSTON YARD SUPERFUND SITE,MEMPHIS,SHELBY,TN,Not NPL,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,
TND075453688,MALLORY CAPACITOR CO.,WAYNESBORO,WAYNE,TN,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,403783.0,BELEW DRIVE,38485.0,N,N,,35.317638,-87.758611,10/04/89
TND096070396,ROSS METALS INC.,ROSSVILLE,FAYETTE,TN,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,403822.0,100 N RAILROAD STREET,38066.0,N,N,,35.049167,-89.548611,04/01/97
TND098071061,SMOKEY MOUNTAIN SMELTERS,KNOXVILLE,KNOX,TN,Final NPL,No ,Yes,No ,Yes,Insufficient Data,4.0,406753.0,1508 MARYVILLE PIKE,37920.0,N,N,,35.919444,-83.925833,09/29/10
TND980468557,ARLINGTON BLENDING & PACKAGING,ARLINGTON,SHELBY,TN,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,403838.0,12121 HWY 70,38002.0,N,N,,35.2996,-89.6577,07/22/87
TND980558894,NORTH HOLLYWOOD DUMP,MEMPHIS,SHELBY,TN,Deleted NPL,No ,Yes,Yes,Yes,Yes,4.0,403873.0,1700-2000 BLKS/N. HOLLYWOOD ST,38108.0,N,N,,35.18555,-89.979161,12/31/97
TND980559033,VELSICOL CHEMICAL CORP. (HARDEMAN COUNTY),TOONE,HARDEMAN,TN,Final NPL,No ,Yes,No ,Yes,No,4.0,403886.0,TOONE-TEAGUE RD,38381.0,N,N,,35.381939,-88.926389,09/08/83
TND980728836,MURRAY-OHIO DUMP,LAWRENCEBURG,LAWRENCE,TN,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,404004.0,GLENN SPRINGS RD,38464.0,N,N,,35.2275,-87.361111,09/08/83
TND980728992,GALLAWAY PITS,GALLAWAY,FAYETTE,TN,Deleted NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,4.0,404005.0,OFF HWY 70,38036.0,N,N,,35.359719,-89.601939,04/29/96
TND980729115,LEWISBURG DUMP,LEWISBURG,MARSHALL,TN,Deleted NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,4.0,404006.0,CRUSHER RD,37091.0,N,N,,35.481389,-86.784161,02/21/96
TND980729172,AMNICOLA DUMP,CHATTANOOGA,HAMILTON,TN,Deleted NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,4.0,404007.0,AMNICOLA HWY,37406.0,N,N,,35.0625,-85.276389,04/30/96
TND980844781,WRIGLEY CHARCOAL PLANT,WRIGLEY,HICKMAN,TN,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,4.0,404043.0,OLD CHARCOAL RD 1 MI S OF LYLE,37098.0,N,N,,35.9025,-87.353194,03/31/89
TND987767795,ICG ISELIN RAILROAD YARD,JACKSON,MADISON,TN,Deleted NPL,No ,Yes,Yes,Yes,Yes,4.0,405179.0,ISELIN ST,38301.0,N,N,,35.6025,-88.797689,01/07/02
TND987768546,CHEMET CO.,MOSCOW,FAYETTE,TN,Deleted NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,4.0,405468.0,Postal Address is unavailable for the Site,38057.0,N,N,,35.08361,-89.372499,10/09/96
TND987768587,CLINCH RIVER CORPORATION,HARRIMAN,ROANE,TN,Final NPL,No ,No ,No ,Yes,Yes,4.0,405465.0,728 EMORY DRIVE,37748.0,N,N,,35.93195,-84.539381,05/24/13
TND987790300,SIXTY ONE INDUSTRIAL PARK,MEMPHIS,SHELBY,TN,Not NPL,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,
TNN000402275,FORMER CUSTOM CLEANERS,MEMPHIS,SHELBY,TN,Final NPL,No ,No ,No ,Yes,Insufficient Data,4.0,402275.0,3517 Southern Avenue,38111.0,N,N,,35.115114,-89.945,08/02/17
TNN000407378,SMALLEY-PIPER,COLLIERVILLE,SHELBY,TN,Final NPL,No ,No ,No ,Yes,Insufficient Data,4.0,407378.0,719 PIPER STREET,38017.0,N,N,,35.044444,-89.685833,04/27/05
TNN000410124,"WALKER MACHINE PRODUCTS, INC.",COLLIERVILLE,SHELBY,TN,Final NPL,No ,No ,No ,Yes,Yes,4.0,410124.0,459 WASHINGTON STREET,38017.0,N,N,,35.041589,-89.653469,05/12/14
TNN000410203,ALAMO CONTAMINATED GROUND WATER,ALAMO,CROCKETT,TN,Final NPL,No ,No ,No ,Yes,Yes,4.0,410203.0,SOUTH BELLS STREET,38001.0,N,N,,35.784153,-89.118022,09/16/11
TNN000410686,SOUTHSIDE CHATTANOOGA LEAD,CHATTANOOGA,HAMILTON,TN,Final NPL,No ,No ,No ,No,Yes,4.0,410686.0,Intersection of East 16th Street and Jefferson  Street,37408.0,N,N,,35.032552,-85.300559,09/13/18
TNSFN0407047,NATIONAL FIREWORKS,CORDOVA,SHELBY,TN,Final NPL,Yes,No ,No ,Yes,Insufficient Data,4.0,407047.0,9400-9600 MACON ROAD,38016.0,N,N,,35.160111,-89.751544,03/16/22
TX0000605264,BRINE SERVICE COMPANY,CORPUS CHRISTI,NUECES,TX,Final NPL,No ,No ,No ,Yes,No,6.0,605264.0,NORTHEAST OF INTERSECTION AT IH- 37 AND  GOLDSTON ROAD,78409.0,N,N,,27.815372,-97.508606,09/05/02
TX0000605329,PATRICK BAYOU,DEER PARK,HARRIS,TX,Final NPL,No ,No ,No ,Yes,Yes,6.0,605329.0,"N 29 43'55""/W 95 06'52.5""",77536.0,N,N,,29.731944,-95.114583,09/05/02
TX0000605363,DONNA RESERVOIR AND CANAL SYSTEM,DONNA,HIDALGO,TX,Final NPL,No ,No ,No ,No,Not a Groundwater Site,6.0,605363.0,"SOUTH TEXAS, NORTH OF RIO GRANDE RIVER",78537.0,N,N,,26.112286,-98.086469,03/19/08
TX0001399435,CITY OF PERRYTON WELL NO. 2,PERRYTON,OCHILTREE,TX,Final NPL,No ,Yes,Yes,Yes,No,6.0,605015.0,NORTH AMHERST STREET AND SANTA FE AVENUE,79070.0,N,N,,36.400556,-100.804722,01/19/99
TX0001407444,SPRAGUE ROAD GROUND WATER PLUME,ODESSA,ECTOR,TX,Final NPL,No ,Yes,No ,Yes,Yes,6.0,605023.0,WEST 81ST ST AND MARY FRANCIS ST,79764.0,N,N,,31.918611,-102.428333,09/25/97
TX0001414341,STAR LAKE CANAL,PORT NECHES,JEFFERSON,TX,Final NPL,No ,No ,No ,Yes,Not a Groundwater Site,6.0,605043.0,NEAR STATE HWY 366 & SARA JANE RD,77651.0,N,N,,29.975,-93.917,07/27/00
TX4890110527,PANTEX PLANT (USDOE),PANTEX VILLAGE,CARSON,TX,Final NPL,No ,Yes,No ,Yes,No,6.0,604060.0,2000 S HOUSTON,79111.0,Y,N,,35.321944,-101.563611,05/31/94
TX6213820529,LONGHORN ARMY AMMUNITION PLANT,KARNACK,HARRISON,TX,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,6.0,603606.0,15600 Highway 134,75661.0,Y,N,,32.665,-94.123339,08/30/90
TX7213821831,LONE STAR ARMY AMMUNITION PLANT,TEXARKANA,BOWIE,TX,Final NPL,No ,Yes,No ,Yes,Yes,6.0,603609.0,HWY 82 W,75501.0,Y,N,,33.4344,-94.2483,07/22/87
TX7572024605,AIR FORCE PLANT #4 (GENERAL DYNAMICS),FORT WORTH,TARRANT,TX,Final NPL,No ,Yes,No ,Insufficient Data,Yes,6.0,603610.0,GRANTS LANE,76108.0,Y,N,,32.777781,-97.45,08/30/90
TXD007330053,GARLAND CREOSOTING,LONGVIEW,GREGG,TX,Final NPL,No ,Yes,Yes,Yes,Yes,6.0,601644.0,3915 GARLAND ROAD,75602.0,N,N,,32.442272,-94.710903,10/22/99
TXD007357932,VAN DER HORST USA CORPORATION,TERRELL,KAUFMAN,TX,Final NPL,No ,No ,No ,Yes,No,6.0,606869.0,410 AND 419 EAST GROVE STREET,75160.0,N,N,,32.734167,-96.273889,03/04/10
TXD008056152,TEXARKANA WOOD PRESERVING CO.,TEXARKANA,BOWIE,TX,Final NPL,No ,Yes,Yes,Yes,Yes,6.0,601695.0,1001 LUBBOCK ST.,75501.0,N,N,,33.408331,-94.053339,06/10/86
TXD008083404,"MANY DIVERSIFIED INTERESTS, INC.",HOUSTON,HARRIS,TX,Final NPL,No ,Yes,Yes,Yes,Yes,6.0,605008.0,3617 BAER STREET,77020.0,N,N,,29.767778,-95.331667,01/19/99
TXD008091951,CONROE CREOSOTING CO.,CONROE,MONTGOMERY,TX,Final NPL,No ,Yes,Yes,Yes,Yes,6.0,601732.0,"HIGHWAY 105 EAST, BOX 9",77301.0,N,N,,30.318744,-95.435428,09/29/03
TXD008096240,JASPER CREOSOTING COMPANY INC.,JASPER,JASPER,TX,Final NPL,No ,Yes,Yes,Yes,Yes,6.0,601735.0,600 NORTH MCQUEEN STREET BOX 6021,75951.0,N,N,,30.933889,-93.9825,07/28/98
TXD008123168,ALCOA (POINT COMFORT)/LAVACA BAY,POINT COMFORT,CALHOUN,TX,Final NPL,No ,Yes,Yes,Yes,Yes,6.0,601752.0,Postal Address is unavailable for the Site,77979.0,N,N,,28.650833,-96.562222,02/23/94
TXD050299577,HART CREOSOTING COMPANY,JASPER,JASPER,TX,Final NPL,No ,Yes,Yes,Yes,Yes,6.0,601975.0,STATE HIGHWAY 96,75951.0,N,N,,30.893611,-93.995278,07/22/99
TXD055143705,TRIANGLE CHEMICAL CO.,BRIDGE CITY,ORANGE,TX,Deleted NPL,No ,Yes,Yes,Yes,Yes,6.0,602026.0,HWY 87 3 MI N OF TOWN,77611.0,N,N,,30.058,-93.8093,04/08/97
TXD055144539,GULFCO MARINE MAINTENANCE,FREEPORT,BRAZORIA,TX,Final NPL,No ,Yes,Yes,Yes,Yes,6.0,602027.0,BRAZORIA COUNTY RD 756,77541.0,N,N,,28.966847,-95.289656,04/30/03
TXD055337281,"STEWCO, INC.",WASKOM,HARRISON,TX,Deleted NPL,No ,Yes,Yes,Yes,Yes,6.0,602033.0,FM 9 1 & 1/2 MI S OF I-20,75692.0,N,N,,32.465831,-94.069169,10/04/95
